,pubmed_id,value,class,id_ontology
1347,6585184,Duchenne muscular dystrophy,SpecificDisease,D020388
1348,6585184,DMD,SpecificDisease,D020388
1349,6585184,DMD,Modifier,D020388
1350,6585184,DMD,Modifier,D020388
1351,6585184,DMD,Modifier,D020388
1352,6585184,DMD,Modifier,D020388
1353,6585184,DMD,Modifier,D020388
1354,6585184,DMD,Modifier,D020388
1358,8471773,glucose-6-phosphate dehydrogenase (G6PD) deficiency,SpecificDisease,D005955
1359,8471773,glucose-6-phosphate dehydrogenase (G6PD) -deficient,Modifier,D005955
1360,8471773,G6PD-deficient,Modifier,D005955
1361,8471773,G6PD-deficient,Modifier,D005955
1362,8471773,G6PD-deficient,Modifier,D005955
1363,8471773,G6PD deficiency,SpecificDisease,D005955
1367,8314592,Norrie disease,Modifier,C537849
1368,8314592,Norrie disease,SpecificDisease,C537849
1369,8314592,pseudoglioma,SpecificDisease,C537849
1370,8314592,NDP,SpecificDisease,C537849
1371,8314592,X-linked neurodevelopmental disorder,DiseaseClass,D038901
1372,8314592,NDP,Modifier,C537849
1373,8314592,Norrie,Modifier,C537849
1374,8314592,NDP,Modifier,C537849
1375,8314592,NDP,Modifier,C537849
1379,122435,Wolman disease,SpecificDisease,D015223
1380,122435,Wolman disease,SpecificDisease,D015223
1381,122435,Wolman disease,SpecificDisease,D015223
1382,122435,Wolman disease,SpecificDisease,D015223
1386,7795652,sporadic ovarian tumours,SpecificDisease,D010051
1387,7795652,autosomal dominant syndrome,DiseaseClass,D030342
1389,7795652,tumours,DiseaseClass,D009369
1390,7795652,tumour,DiseaseClass,D009369
1391,7795652,ovarian cancers,SpecificDisease,D010051
1392,7795652,tumours,DiseaseClass,D009369
1393,7795652,tumour,Modifier,D009369
1394,7795652,ovarian cancers,SpecificDisease,D010051
1398,2180286,Duchenne muscular dystrophy,SpecificDisease,D020388
1399,2180286,muscular dystrophy,DiseaseClass,D009136
1400,2180286,Duchenne muscular dystrophy,SpecificDisease,D020388
1401,2180286,DMD,SpecificDisease,D020388
1402,2180286,limb-girdle muscular dystrophy,SpecificDisease,D049288
1403,2180286,DMD,Modifier,D020388
1404,2180286,DMD,Modifier,D020388
1405,2180286,myopathy,DiseaseClass,D009135
1406,2180286,DMD,Modifier,D020388
1407,2180286,uniparental disomy,SpecificDisease,D024182
1408,2180286,DMD,Modifier,D020388
1412,1316718,Kaposi sarcoma,SpecificDisease,D012514
1413,1316718,T-cell lymphoma,SpecificDisease,D016399
1414,1316718,Wiskott-Aldrich syndrome,SpecificDisease,D014923
1415,1316718,eczema,DiseaseClass,D004485
1416,1316718,thrombocytopenia,SpecificDisease,D013921
1417,1316718,Wiskott-Aldrich syndrome,SpecificDisease,D014923
1418,1316718,WAS,SpecificDisease,D014923
1419,1316718,lymphadenopathy,SpecificDisease,D008206
1420,1316718,splenomegaly,SpecificDisease,D013163
1421,1316718,thrombocytopenia,SpecificDisease,D013921
1422,1316718,WAS,SpecificDisease,D014923
1423,1316718,Kaposi sarcoma,SpecificDisease,D012514
1424,1316718,T-cell large cell lymphoma,SpecificDisease,D016399
1425,1316718,Epstein-Barr virus,SpecificDisease,D020031
1426,1316718,cytomegalovirus,SpecificDisease,D003586
1427,1316718,human immunodeficiency virus,SpecificDisease,D015658
1428,1316718,HIV,SpecificDisease,D015658
1429,1316718,Kaposi sarcoma,SpecificDisease,D012514
1430,1316718,congenital immunodeficiency syndrome,DiseaseClass,D007153
1431,1316718,Kaposi sarcoma,SpecificDisease,D012514
1432,1316718,HIV,SpecificDisease,D015658
1433,1316718,Kaposi sarcoma,SpecificDisease,D012514
1437,7964884,cerebrotendinous xanthomatosis,SpecificDisease,D019294
1438,7964884,cerebrotendinous xanthomatosis,SpecificDisease,D019294
1439,7964884,CTX,SpecificDisease,D019294
1440,7964884,CTX,SpecificDisease,D019294
1441,7964884,xanthoma,DiseaseClass,D014973
1447,102474,C6 deficiency,SpecificDisease,OMIM:612446
1451,2651669,Langer-Giedion syndrome,SpecificDisease,D015826
1452,2651669,Langer-Giedion syndrome,SpecificDisease,D015826
1453,2651669,LGS,SpecificDisease,D015826
1454,2651669,LGS,SpecificDisease,D015826
1455,2651669,LGS,SpecificDisease,D015826
1456,2651669,LGS,SpecificDisease,D015826
1457,2651669,LGS,SpecificDisease,D015826
1461,10930361,Friedreich ataxia,SpecificDisease,D005621
1462,10930361,Frataxin deficiency,SpecificDisease,D005621
1463,10930361,Friedreich ataxia,SpecificDisease,D005621
1464,10930361,FRDA,SpecificDisease,D005621
1465,10930361,autosomal recessive cardiodegenerative and neurodegenerative disease,DiseaseClass,D030342+D019636
1466,10930361,mitochondrial iron accumulation,SpecificDisease,D028361
1467,10930361,hypersensitivity to oxidative stress,SpecificDisease,D004194
1468,10930361,FRDA,SpecificDisease,D005621
1472,10698963,G6PD deficiency,SpecificDisease,D005955
1473,10698963,episodic hemolytic anemia,SpecificDisease,D000743
1474,10698963,life-long hemolytic anemia,SpecificDisease,D000745
1475,10698963,G6PD deficiency,SpecificDisease,D005955
1476,10698963,G6PD deficiency,SpecificDisease,D005955
1480,8162051,APC,Modifier,D011125
1481,8162051,adenomatous polyposis coli,SpecificDisease,D011125
1482,8162051,adenomatous polyposis coli,SpecificDisease,D011125
1483,8162051,APC,SpecificDisease,D011125
1484,8162051,cancer,Modifier,D009369
1485,8162051,APC,Modifier,D011125
1486,8162051,APC,Modifier,D011125
1490,10205262,alkaptonuria,Modifier,D000474
1491,10205262,AKU,Modifier,D000474
1492,10205262,alkaptonuria,SpecificDisease,D000474
1493,10205262,AKU,SpecificDisease,D000474
1494,10205262,AKU,Modifier,D000474
1495,10205262,AKU,Modifier,D000474
1496,10205262,AKU,SpecificDisease,D000474
1500,7450778,glucose-6-phosphate dehydrogenase deficiency,SpecificDisease,D005955
1501,7450778,G6PD deficiency,SpecificDisease,D005955
1502,7450778,G6PD deficiency,SpecificDisease,D005955
1507,10353787,aspartylglucosaminuria,SpecificDisease,D054880
1508,10353787,Aspartylglucosaminuria,SpecificDisease,D054880
1509,10353787,AGU,SpecificDisease,D054880
1510,10353787,lysosomal storage disorder,DiseaseClass,D016464
1511,10353787,deficiency of aspartylglucosaminidase,SpecificDisease,D054880
1512,10353787,mental retardation,DiseaseClass,D008607
1513,10353787,AGU,Modifier,D054880
1514,10353787,facial lesions,DiseaseClass,D013568
1515,10353787,erythema of the facial skin,SpecificDisease,D017445
1516,10353787,facial angiofibromas,SpecificDisease,D018322
1517,10353787,tumours,DiseaseClass,D009369
1518,10353787,tuberous sclerosis,SpecificDisease,D014402
1519,10353787,Oedemic buccal mucosa,SpecificDisease,D007967
1520,10353787,leucoedema,SpecificDisease,D007967
1521,10353787,gingival overgrowths,SpecificDisease,D019214
1522,10353787,AGU,Modifier,D054880
1523,10353787,oral mucosal lesions,SpecificDisease,D009059
1525,10353787,AGU,Modifier,D054880
1526,10353787,mucosal lesions,SpecificDisease,D009059
1527,10353787,mucosal overgrowth,SpecificDisease,D009059
1528,10353787,AGU,Modifier,D054880
1532,7550229,galactosemia,Modifier,D005693
1533,7550229,GALT deficiency,SpecificDisease,D005693
1534,7550229,GALT deficiency,SpecificDisease,D005693
1535,7550229,classic galactosemia,Modifier,D005693
1536,7550229,galactosemia,Modifier,D005693
1537,7550229,classic galactosemia,Modifier,D005693
1541,1345170,diastrophic dysplasia,SpecificDisease,C536170
1542,1345170,diastrophic dysplasia,SpecificDisease,C536170
1543,1345170,DTD,SpecificDisease,C536170
1544,1345170,DTD,Modifier,C536170
1548,10615125,familial expansile osteolysis,SpecificDisease,OMIM:174810
1549,10615125,Familial expansile osteolysis,SpecificDisease,OMIM:174810
1550,10615125,FEO,SpecificDisease,OMIM:174810
1551,10615125,autosomal dominant bone disorder,DiseaseClass,D001847
1552,10615125,increased bone remodelling,SpecificDisease,D001847
1553,10615125,osteolytic lesions,SpecificDisease,D030981
1554,10615125,FEO,SpecificDisease,OMIM:174810
1555,10615125,FEO,SpecificDisease,OMIM:174810
1556,10615125,familial Paget disease of bone,SpecificDisease,C538098
1557,10615125,PDB,SpecificDisease,C538098
1561,10196381,adrenoleukodystrophy protein deficiency,SpecificDisease,D000326
1562,10196381,X-ALD,SpecificDisease,D000326
1563,10196381,Inherited defects,DiseaseClass,D030342
1564,10196381,adrenoleukodystrophy,Modifier,D000326
1565,10196381,peroxisomal disorder,DiseaseClass,D018901
1566,10196381,X-linked adrenoleukodystrophy,SpecificDisease,D000326
1567,10196381,X-ALD,SpecificDisease,D000326
1568,10196381,X-ALD,Modifier,D000326
1569,10196381,X-ALD,SpecificDisease,D000326
1573,8317477,Huntington disease,Modifier,D006816
1574,8317477,HD,Modifier,D006816
1575,8317477,HD,SpecificDisease,D006816
1576,8317477,Huntington disease,SpecificDisease,D006816
1577,8317477,HD,SpecificDisease,D006816
1578,8317477,HD,Modifier,D006816
1579,8317477,HD,SpecificDisease,D006816
1580,8317477,HD,Modifier,D006816
1584,10545613,fragile X syndrome,Modifier,D005600
1588,1358807,X-linked amelogenesis imperfecta,SpecificDisease,C538243
1589,1358807,inherited dental abnormality,DiseaseClass,D014071
1590,1358807,X-linked amelogenesis imperfecta,SpecificDisease,C538243
1591,1358807,XAI,SpecificDisease,C538243
1592,1358807,XAI,SpecificDisease,C538243
1593,1358807,XAI,SpecificDisease,C538243
1594,1358807,XAI disease,SpecificDisease,C538243
1595,1358807,XAI,SpecificDisease,C538243
1599,8304342,hemochromatosis,Modifier,D006432
1600,8304342,hemochromatosis,Modifier,D006432
1601,8304342,hemochromatosis,Modifier,D006432
1602,8304342,hemochromatosis,Modifier,D006432
1603,8304342,hemochromatosis,Modifier,D006432
1604,8304342,hemochromatosis,Modifier,D006432
1605,8304342,hemochromatosis,Modifier,D006432
1606,8304342,HFE defect,SpecificDisease,D006432
1610,7617034,G6PD deficiency,SpecificDisease,D005955
1611,7617034,malaria,SpecificDisease,D008288
1612,7617034,Glucose-6-phosphate dehydrogenase (G6PD) deficiency,SpecificDisease,D005955
1613,7617034,enzymopathy,DiseaseClass,D008661
1614,7617034,malaria,SpecificDisease,D008288
1615,7617034,malaria,SpecificDisease,D008288
1616,7617034,G6PD deficiency,SpecificDisease,D005955
1617,7617034,malaria,SpecificDisease,D008288
1618,7617034,X-linked disorder,DiseaseClass,D040181
1619,7617034,G6PD deficiency,SpecificDisease,D005955
1620,7617034,G6PD A-,SpecificDisease,D005955
1621,7617034,malaria,SpecificDisease,D008288
1622,7617034,malaria,SpecificDisease,D008288
1623,7617034,enzyme deficiency,DiseaseClass,D008661
1624,7617034,malaria,Modifier,D008288
1625,7617034,G6PD deficiency,SpecificDisease,D005955
1629,6618488,Prader-Willi syndrome,SpecificDisease,D011218
1630,6618488,chromosome 15 anomaly,SpecificDisease,D002869
1631,6618488,Prader-Willi syndrome,SpecificDisease,D011218
1632,6618488,PWS,SpecificDisease,D011218
1633,6618488,PWS,SpecificDisease,D011218
1634,6618488,PWS,SpecificDisease,D011218
1635,6618488,PWS,SpecificDisease,D011218
1639,1301187,phenylketonuria,SpecificDisease,D010661
1640,1301187,hyperphenylalaninemias,DiseaseClass,D010661
1641,1301187,phenylketonuria,SpecificDisease,D010661
1642,1301187,hyperphenylalaninemia,DiseaseClass,D010661
1646,1483696,Tay-Sachs disease,Modifier,D013661
1647,1483696,Tay-Sachs disease,SpecificDisease,D013661
1648,1483696,TSD,SpecificDisease,D013661
1649,1483696,TSD,Modifier,D013661
1650,1483696,TSD,Modifier,D013661
1651,1483696,TSD,Modifier,D013661
1655,10465113,multiple epiphyseal dysplasia,SpecificDisease,D010009
1656,10465113,club foot,SpecificDisease,D003025
1657,10465113,double layered patella,DiseaseClass,C535504
1658,10465113,diastrophic dysplasia,Modifier,C536170
1659,10465113,recessive disorders,DiseaseClass,D030342
1660,10465113,achondrogenesis 1B,SpecificDisease,C536016
1661,10465113,atelosteogenesis 2,SpecificDisease,C535395
1662,10465113,diastrophic dysplasia,SpecificDisease,C536170
1663,10465113,multiple epiphyseal dysplasia,SpecificDisease,D010009
1664,10465113,club foot,SpecificDisease,D003025
1665,10465113,hip dysplasia,SpecificDisease,D006618
1666,10465113,multiple epiphyseal dysplasia,SpecificDisease,D010009
1667,10465113,double layered patella,DiseaseClass,C535504
1668,10465113,Cleft palate,SpecificDisease,D002972
1669,10465113,swelling of the ear pinna,DiseaseClass,D004427
1670,10465113,hitch hiker thumb,DiseaseClass,C536903
1671,10465113,DTDST disorders,SpecificDisease,D030342
1672,10465113,recessive disorder,DiseaseClass,D030342
1673,10465113,Multiple epiphyseal dysplasia,SpecificDisease,D010009
1674,10465113,EDM1,SpecificDisease,OMIM:132400
1675,10465113,EDM2,SpecificDisease,OMIM:600204
1676,10465113,MED,SpecificDisease,D010009
1677,10465113,EDM4,SpecificDisease,OMIM:226900
1681,8098180,Myotonic dystrophy,SpecificDisease,D009223
1682,8098180,Myotonic dystrophy,SpecificDisease,D009223
1683,8098180,DM,SpecificDisease,D009223
1684,8098180,neuromuscular disorder,DiseaseClass,D009468
1685,8098180,DM,Modifier,D009223
1686,8098180,DM,Modifier,D009223
1687,8098180,DM,Modifier,D009223
1691,1517503,pyoderma gangrenosum,SpecificDisease,D017511
1692,1517503,C7 deficiency,SpecificDisease,OMIM:610102
1693,1517503,pyoderma gangrenosum,SpecificDisease,D017511
1694,1517503,PG,SpecificDisease,D017511
1695,1517503,systemic diseases,DiseaseClass,D034721
1696,1517503,congenital complement deficiencies,DiseaseClass,D007153
1697,1517503,PG,SpecificDisease,D017511
1698,1517503,C7 deficiency,SpecificDisease,OMIM:610102
1699,1517503,Deficiencies of C7,SpecificDisease,OMIM:610102
1700,1517503,immunologic abnormalities,DiseaseClass,D007153
1701,1517503,PG,SpecificDisease,D017511
1702,1517503,PG,SpecificDisease,D017511
1706,8589715,Emerin deficiency,SpecificDisease,D020389
1707,8589715,Emery-Dreifuss muscular dystrophy,SpecificDisease,D020389
1708,8589715,X-linked Emery-Dreifuss muscular dystrophy,SpecificDisease,D020389
1709,8589715,EDMD,SpecificDisease,D020389
1710,8589715,neuromuscular diseases,DiseaseClass,D009468
1711,8589715,EDMD,SpecificDisease,D020389
1712,8589715,EDMD,Modifier,D020389
1713,8589715,deficiency of emerin,SpecificDisease,D020389
1714,8589715,EDMD,SpecificDisease,D020389
1718,7652577,melanoma,SpecificDisease,D008545
1719,7652577,tumor,Modifier,D009369
1720,7652577,melanoma,SpecificDisease,D008545
1721,7652577,melanoma,Modifier,D008545
1722,7652577,melanoma,SpecificDisease,D008545
1723,7652577,melanomas,SpecificDisease,D008545
1724,7652577,tumor,Modifier,D009369
1725,7652577,tumor,Modifier,D009369
1729,10487710,familial neurohypophyseal diabetes insipidus,SpecificDisease,OMIM:125700
1730,10487710,Familial neurohypophyseal diabetes insipidus,SpecificDisease,OMIM:125700
1731,10487710,FNDI,SpecificDisease,OMIM:125700
1732,10487710,deficiency of the hormone arginine vasopressin,DiseaseClass,OMIM:125700
1733,10487710,FNDI,SpecificDisease,OMIM:125700
1734,10487710,FNDI,SpecificDisease,OMIM:125700
1738,3572301,Wiskott-Aldrich syndrome,SpecificDisease,D014923
1739,3572301,X-linked immunodeficiency Wiskott-Aldrich syndrome,SpecificDisease,D014923
1743,10732811,Machado-Joseph disease,SpecificDisease,D017827
1744,10732811,MJD,SpecificDisease,D017827
1745,10732811,neurodegenerative disorders,DiseaseClass,D019636
1746,10732811,progressive cerebellar ataxia,SpecificDisease,D002524
1747,10732811,spinocerebellar ataxia type 3,SpecificDisease,D017827
1748,10732811,SCA3,SpecificDisease,D017827
1749,10732811,MJD,SpecificDisease,D017827
1750,10732811,degeneration of certain brain areas,DiseaseClass,D001927
1754,7630639,alveolar rhabdomyosarcoma,Modifier,D018232
1755,7630639,solid tumors,DiseaseClass,D009369
1756,7630639,alveolar rhabdomyosarcoma,SpecificDisease,D018232
1757,7630639,tumor,Modifier,D009369
1761,7581380,Myotonia levior,SpecificDisease,D009224
1762,7581380,chloride channel disorder,DiseaseClass,OMIM:160800
1763,7581380,dominant non-dystrophic myotonias,DiseaseClass,C536245
1764,7581380,Dominant myotonia congenita,SpecificDisease,D009224
1765,7581380,Thomsens disease,SpecificDisease,D009224
1766,7581380,dominant myotonias,DiseaseClass,D009224
1767,7581380,myotonia levior,SpecificDisease,D009224
1768,7581380,myotonia,DiseaseClass,D009222
1769,7581380,Thomsens disease,SpecificDisease,D009224
1770,7581380,muscle hypertrophy,SpecificDisease,C536106
1771,7581380,myotonia levior,SpecificDisease,D009224
1772,7581380,Thomsens disease,SpecificDisease,D009224
1773,7581380,Thomsens disease,SpecificDisease,D009224
1774,7581380,recessive myotonia,DiseaseClass,D009224
1778,8282802,cholesterol acyltransferase deficiency,SpecificDisease,D007863
1779,8282802,fish-eye disease,SpecificDisease,D007863
1781,8282802,Fish-eye disease,SpecificDisease,D007863
1782,8282802,partial LCAT deficiency,SpecificDisease,D007863
1783,8282802,atherosclerotic cardiovascular disease,SpecificDisease,D050197
1784,8282802,LCAT deficiency,SpecificDisease,D007863
1785,8282802,classic LCAT deficiency,SpecificDisease,D007863
1786,8282802,Fish-eye disease,SpecificDisease,D007863
1788,8282802,atherosclerosis,SpecificDisease,D050197
1789,8282802,classic LCAT deficiency,SpecificDisease,D007863
1790,8282802,Fish-eye disease,SpecificDisease,D007863
1791,8282802,atherosclerosis,SpecificDisease,D050197
1795,10598803,attenuated APC,Modifier,C538265
1796,10598803,APC,Modifier,D011125
1798,10598803,colorectal cancer,SpecificDisease,D015179
1799,10598803,APC,Modifier,D011125
1800,10598803,attenuated adenomatous polyposis coli,SpecificDisease,C538265
1801,10598803,AAPC,SpecificDisease,C538265
1802,10598803,AAPC,SpecificDisease,C538265
1803,10598803,colorectal polyps,SpecificDisease,D003111
1804,10598803,colorectal cancer,SpecificDisease,D015179
1805,10598803,APC,Modifier,D011125
1806,10598803,AAPC,Modifier,C538265
1807,10598803,APC,Modifier,D011125
1808,10598803,APC,Modifier,D011125
1809,10598803,APC,Modifier,D011125
1810,10598803,attenuated polyposis,Modifier,C538265
1814,1973404,aspartylglucosaminuria,SpecificDisease,D054880
1815,1973404,AGU,SpecificDisease,D054880
1816,1973404,Aspartylglucosaminuria,SpecificDisease,D054880
1817,1973404,AGU,SpecificDisease,D054880
1818,1973404,AGU,Modifier,D054880
1819,1973404,AGU,Modifier,D054880
1823,1671851,X-linked adrenoleukodystrophy,SpecificDisease,D000326
1824,1671851,X-linked adrenoleukodystrophy,SpecificDisease,D000326
1825,1671851,ALD,SpecificDisease,D000326
1826,1671851,ALD,SpecificDisease,D000326
1827,1671851,ALD,SpecificDisease,D000326
1828,1671851,ALD,SpecificDisease,D000326
1829,1671851,abnormalities in the vision blindness genes,DiseaseClass,D003117
1833,10090890,hemochromatosis,Modifier,D006432
1834,10090890,Genetic hemochromatosis,SpecificDisease,D006432
1835,10090890,GH,SpecificDisease,D006432
1836,10090890,GH,Modifier,D006432
1837,10090890,GH,Modifier,D006432
1838,10090890,infectious diseases,DiseaseClass,D003141
1839,10090890,genetic disorders,DiseaseClass,D030342
1840,10090890,anemia,DiseaseClass,D000740
1844,3563511,Lesch-Nyhan,Modifier,D007926
1845,3563511,Lesch-Nyhan syndrome,SpecificDisease,D007926
1846,3563511,Lesch-Nyhan,Modifier,D007926
1847,3563511,Lesch-Nyhan syndrome,SpecificDisease,D007926
1851,10364520,Familial Mediterranean fever,SpecificDisease,D010505
1852,10364520,Familial Mediterranean fever,SpecificDisease,D010505
1853,10364520,FMF,SpecificDisease,D010505
1854,10364520,recessively inherited disorder,DiseaseClass,D030342
1855,10364520,serosal inflammation,SpecificDisease,D007249
1856,10364520,Renal amyloidosis,SpecificDisease,C538249
1857,10364520,FMF,SpecificDisease,D010505
1858,10364520,FMF,Modifier,D010505
1859,10364520,FMF,Modifier,D010505
1860,10364520,FMF,Modifier,D010505
1861,10364520,renal amyloidosis,SpecificDisease,C538249
1862,10364520,arthritis,SpecificDisease,D001168
1866,7568002,Huntington disease,Modifier,D006816
1867,7568002,HD,Modifier,D006816
1868,7568002,HD,Modifier,D006816
1869,7568002,HD,SpecificDisease,D006816
1873,1319838,APC,Modifier,D011125
1874,1319838,colorectal polyps,SpecificDisease,D003111
1875,1319838,familial adenomatous polyposis,Modifier,D011125
1876,1319838,adenomatous polyposis coli,Modifier,D011125
1877,1319838,APC,Modifier,D011125
1878,1319838,familial adenomatous polyposis,SpecificDisease,D011125
1879,1319838,FAP,SpecificDisease,D011125
1880,1319838,FAP,Modifier,D011125
1881,1319838,APC,Modifier,D011125
1882,1319838,colorectal polyps,SpecificDisease,D003111
1883,1319838,FAP,Modifier,D011125
1884,1319838,FAP,Modifier,D011125
1885,1319838,polyps,DiseaseClass,D011127
1886,1319838,FAP,Modifier,D011125
1887,1319838,polyps,DiseaseClass,D011127
1888,1319838,APC,Modifier,D011125
1889,1319838,colorectal polyps,SpecificDisease,D003111
1890,1319838,FAP,Modifier,D011125
1891,1319838,APC,Modifier,D011125
1897,10480348,DMD,SpecificDisease,D020388
1898,10480348,BMD,SpecificDisease,C537666
1899,10480348,DMD,SpecificDisease,D020388
1900,10480348,DMD,Modifier,D020388
1901,10480348,BMD,Modifier,C537666
1902,10480348,DMD,Modifier,D020388
1903,10480348,BMD,Modifier,C537666
1904,10480348,DMD defects,DiseaseClass,D020388
1905,10480348,muscle disease,Modifier,D009135
1909,1610789,galactosemia,Modifier,D005693
1910,1610789,galactosemia,Modifier,D005693
1911,1610789,galactosemia,Modifier,D005693
1912,1610789,galactosemia,SpecificDisease,D005693
1913,1610789,galactosemia,Modifier,D005693
1917,10777718,Gaucher disease,SpecificDisease,D005776
1918,10777718,Gaucher disease,SpecificDisease,D005776
1919,10777718,GD,SpecificDisease,D005776
1920,10777718,lysosomal storage disorder,DiseaseClass,D016464
1924,8209890,Prader-Willi syndrome,SpecificDisease,D011218
1925,8209890,Prader-Willi syndrome,SpecificDisease,D011218
1926,8209890,PWS,SpecificDisease,D011218
1927,8209890,PWS,Modifier,D011218
1928,8209890,neurodevelopmentally handicapped,Modifier,D009422
1929,8209890,PWS,Modifier,D011218
1930,8209890,PWS,Modifier,D011218
1931,8209890,PWS,SpecificDisease,D011218
1932,8209890,neurodevelopmentally handicapped,Modifier,D009422
1933,8209890,hypothalamic abnormalities,DiseaseClass,D007027
1937,7298854,cerebrotendinous xanthomatosis,SpecificDisease,D019294
1938,7298854,genetic disease,DiseaseClass,D030342
1939,7298854,cerebrotendinous xanthomatosis,SpecificDisease,D019294
1940,7298854,CTX,SpecificDisease,D019294
1941,7298854,Abnormalities in the HDL,DiseaseClass,D052456
1942,7298854,CTX,Modifier,D019294
1943,7298854,CTX,SpecificDisease,D019294
1944,7298854,CTX,Modifier,D019294
1945,7298854,genetic defect,DiseaseClass,D030342
1946,7298854,CTX,SpecificDisease,D019294
1950,10330348,ataxia-telangiectasia,Modifier,D001260
1951,10330348,ataxia-telangiectasia,SpecificDisease,D001260
1952,10330348,AT,SpecificDisease,D001260
1953,10330348,AT,Modifier,D001260
1957,10593994,Papillon-Lefevre syndrome,SpecificDisease,D010214
1958,10593994,Papillon-Lefevre syndrome,SpecificDisease,D010214
1959,10593994,PLS,SpecificDisease,D010214
1960,10593994,autosomal recessive disorder,DiseaseClass,D030342
1961,10593994,palmoplantar hyperkeratosis,SpecificDisease,D007645
1962,10593994,periodontitis,SpecificDisease,D010518
1963,10593994,PLS,SpecificDisease,D010214
1964,10593994,PLS,SpecificDisease,D010214
1965,10593994,PLS,SpecificDisease,D010214
1966,10593994,PLS,Modifier,D010214
1967,10593994,palmoplantar hyperkeratosis,SpecificDisease,D007645
1968,10593994,periodontitis,SpecificDisease,D010518
1969,10593994,PLS,SpecificDisease,D010214
1970,10593994,periodontal disease,Modifier,D010510
1974,2910902,Lesch-Nyhan syndrome,SpecificDisease,D007926
1975,2910902,deficiency of hypoxanthine-guanine phosphoribosyltransferase,SpecificDisease,D007926
1976,2910902,Lesch-Nyhan syndrome,SpecificDisease,D007926
1977,2910902,Lesch-Nyhan syndrome,SpecificDisease,D007926
1981,2927388,retinoblastoma,Modifier,D012175
1982,2927388,retinoblastoma,Modifier,D012175
1983,2927388,retinoblastoma,Modifier,D012175
1984,2927388,retinoblastoma,Modifier,D012175
1988,1338906,Denys-Drash syndrome,SpecificDisease,D030321
1989,1338906,Denys-Drash syndrome,SpecificDisease,D030321
1990,1338906,nephropathy,DiseaseClass,D007674
1991,1338906,genital abnormalities,DiseaseClass,D014564
1992,1338906,Wilms tumor,SpecificDisease,D009396
1993,1338906,renal failure,SpecificDisease,D051437
1994,1338906,Wilms tumor,Modifier,D009396
1998,8198124,prolidase deficiency,SpecificDisease,D056732
1999,8198124,prolidase deficiency,SpecificDisease,D056732
2000,8198124,autosomal recessive disorder,DiseaseClass,D030342
2001,8198124,iminodipeptiduria,SpecificDisease,D000592
2002,8198124,skin ulcers,SpecificDisease,D012883
2003,8198124,mental retardation,DiseaseClass,D008607
2004,8198124,prolidase deficiency,SpecificDisease,D056732
2008,2817003,isolated aniridia,SpecificDisease,D015783
2009,2817003,isolated aniridia,SpecificDisease,D015783
2010,2817003,aniridia,SpecificDisease,D015783
2014,10382909,X-linked Emery-Dreifuss muscular dystrophy,SpecificDisease,D020389
2015,10382909,Emery-Dreifuss muscular dystrophy,SpecificDisease,D020389
2016,10382909,EMD,SpecificDisease,D020389
2017,10382909,X-linked EMD,SpecificDisease,D020389
2018,10382909,ankle contractures,DiseaseClass,D003286
2019,10382909,muscle weakness,DiseaseClass,D018908
2023,10947987,tumor,Modifier,D009369
2024,10947987,adenomatous polyposis coli,Modifier,D011125
2025,10947987,familial adenomatous polyposis,SpecificDisease,D011125
2026,10947987,colorectal tumors,SpecificDisease,D015179
2027,10947987,APC,Modifier,D011125
2031,3600794,Duchenne muscular dystrophy,Modifier,D020388
2033,3600794,dystrophic syndrome,SpecificDisease,D009136
2035,3600794,Duchenne muscular dystrophy,Modifier,D020388
2036,3600794,DMD,Modifier,D020388
2037,3600794,DMD,SpecificDisease,D020388
2038,3600794,myopathies,DiseaseClass,D009135
2039,3600794,Emery Dreifuss muscular dystrophy,SpecificDisease,D020389
2040,3600794,DMD,Modifier,D020388
2044,1301937,hexosaminidase A deficiency,SpecificDisease,D013661
2045,1301937,Tay-Sachs disease,SpecificDisease,D013661
2046,1301937,TSD,SpecificDisease,D013661
2047,1301937,TSD,Modifier,D013661
2048,1301937,TSD,Modifier,D013661
2049,1301937,TSD,Modifier,D013661
2053,3856322,Phenylketonuria,SpecificDisease,D010661
2054,3856322,PKU,SpecificDisease,D010661
2055,3856322,deficiency of the enzyme phenylalanine hydroxylase,SpecificDisease,OMIM:261600
2056,3856322,PKU,SpecificDisease,D010661
2060,8302543,Macular dystrophy,SpecificDisease,D008268
2061,8302543,retinal degeneration,Modifier,D012162
2062,8302543,retinal degeneration,Modifier,D012162
2063,8302543,autosomal dominant retinitis pigmentosa,SpecificDisease,D012174
2064,8302543,macular dystrophy,SpecificDisease,D008268
2065,8302543,visual loss,SpecificDisease,C531604
2066,8302543,central scotoma,SpecificDisease,D012607
2067,8302543,atrophy of the retinal pigment epithelium,SpecificDisease,C536309
2068,8302543,choriocapillaris of the macula,SpecificDisease,D008268
2069,8302543,macular dystrophy,SpecificDisease,D008268
2070,8302543,cone dysfunction,DiseaseClass,OMIM:180020
2074,23402,neonatal jaundice,SpecificDisease,D007567
2075,23402,lamellar cataracts,SpecificDisease,C535342|OMIM:116800
2076,23402,neonatal jaundice,SpecificDisease,D007567
2077,23402,bilateral lamellar cataracts,SpecificDisease,C535342|OMIM:116800
2078,23402,G6PD deficient,SpecificDisease,D005955
2079,23402,cataract,Modifier,D002386
2080,23402,G6PD deficiency,SpecificDisease,D005955
